"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1236573012,2022-10-21 11:36:39,Акушер-гинеколог,4 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,2 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,2 балла,1 балл,1 балл,3 балла,,3,"временем на пациента, больше бумажной работы в поликлинике"
1236570875,2022-10-21 11:34:10,Психиатр-нарколог,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,4 балла,5 баллов,5 баллов,3 балла,1 балл,5 баллов,1 балл,5 баллов,1 балл,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,1 балл,,10,-
1236567929,2022-10-21 11:30:53,Детский кардиолог,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,3 балла,3 балла,,10,
1236565405,2022-10-21 11:27:47,Педиатр,4 балла,1 балл,2 балла,2 балла,1 балл,3 балла,5 баллов,2 балла,4 балла,1 балл,4 балла,5 баллов,2 балла,2 балла,5 баллов,1 балл,2 балла,4 балла,2 балла,1 балл,1 балл,1 балл,,8,1
1236562311,2022-10-21 11:24:14,Судмедэксперт,5 баллов,5 баллов,2 балла,2 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,4 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,2 балла,5 баллов,,3,
1236561992,2022-10-21 11:23:53,Психотерапевт,5 баллов,5 баллов,3 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,3 балла,4 балла,1 балл,4 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,4 балла,2 балла,5 баллов,,7,
1236561971,2022-10-21 11:23:51,Врач УЗИ,5 баллов,5 баллов,5 баллов,2 балла,4 балла,1 балл,2 балла,5 баллов,5 баллов,5 баллов,4 балла,3 балла,1 балл,3 балла,5 баллов,2 балла,3 балла,1 балл,5 баллов,5 баллов,1 балл,1 балл,,2,принципиально не отличаются
1236560232,2022-10-21 11:21:49,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,1 балл,5 баллов,3 балла,2 балла,5 баллов,5 баллов,2 балла,5 баллов,4 балла,1 балл,,10,
1236557912,2022-10-21 11:19:00,Психиатр-нарколог,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,1 балл,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,,10,
1236554635,2022-10-21 11:15:03,Психотерапевт,5 баллов,3 балла,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,3 балла,1 балл,1 балл,5 баллов,1 балл,5 баллов,3 балла,1 балл,5 баллов,4 балла,5 баллов,5 баллов,1 балл,1 балл,,10,
1236550214,2022-10-21 11:09:38,Терапевт,4 балла,4 балла,2 балла,2 балла,4 балла,2 балла,5 баллов,5 баллов,5 баллов,1 балл,4 балла,3 балла,3 балла,4 балла,5 баллов,3 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,1 балл,,6,
1236548232,2022-10-21 11:07:06,Психотерапевт,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,4 балла,4 балла,5 баллов,3 балла,3 балла,4 балла,1 балл,5 баллов,3 балла,1 балл,3 балла,4 балла,5 баллов,5 баллов,3 балла,1 балл,,1,
1236545820,2022-10-21 11:04:06,Судмедэксперт,1 балл,4 балла,2 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,3 балла,4 балла,1 балл,5 баллов,5 баллов,4 балла,1 балл,1 балл,1 балл,4 балла,4 балла,,2,СМЭ не работает в стационаре
1236543830,2022-10-21 11:01:33,Психиатр,4 балла,4 балла,1 балл,1 балл,4 балла,1 балл,2 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,4 балла,5 баллов,3 балла,3 балла,,10,на приеме работа сложнее
1236542636,2022-10-21 11:00:00,Психотерапевт,5 баллов,4 балла,1 балл,1 балл,1 балл,2 балла,3 балла,5 баллов,5 баллов,1 балл,4 балла,5 баллов,1 балл,5 баллов,1 балл,1 балл,1 балл,5 баллов,1 балл,5 баллов,1 балл,1 балл,,1,
1236541547,2022-10-21 10:58:40,Терапевт,3 балла,5 баллов,1 балл,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,1 балл,1 балл,5 баллов,3 балла,5 баллов,3 балла,1 балл,5 баллов,1 балл,1 балл,,2,
1236541534,2022-10-21 10:58:39,Педиатр,5 баллов,4 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,4 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,,10,Нет
1236530820,2022-10-21 10:46:07,Судмедэксперт,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,,60,
1236525517,2022-10-21 10:39:49,Психиатр-нарколог,5 баллов,5 баллов,2 балла,1 балл,1 балл,2 балла,1 балл,2 балла,5 баллов,5 баллов,5 баллов,3 балла,1 балл,2 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,4 балла,1 балл,1 балл,,1,
1236525388,2022-10-21 10:39:39,Психиатр-нарколог,3 балла,4 балла,1 балл,1 балл,1 балл,1 балл,2 балла,3 балла,4 балла,2 балла,2 балла,4 балла,2 балла,3 балла,4 балла,2 балла,4 балла,4 балла,4 балла,4 балла,3 балла,3 балла,,2,
1236516801,2022-10-21 10:29:45,Терапевт,5 баллов,4 балла,2 балла,2 балла,2 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,4 балла,5 баллов,2 балла,5 баллов,,10,
1236512678,2022-10-21 10:24:49,Судмедэксперт,3 балла,2 балла,3 балла,1 балл,5 баллов,4 балла,5 баллов,4 балла,3 балла,5 баллов,4 балла,1 балл,4 балла,2 балла,4 балла,5 баллов,4 балла,1 балл,1 балл,4 балла,2 балла,3 балла,,8,Пациенты спокойнее и обычно появляются один раз
1236512417,2022-10-21 10:24:31,Психиатр-нарколог,5 баллов,5 баллов,1 балл,1 балл,1 балл,3 балла,4 балла,4 балла,5 баллов,1 балл,1 балл,2 балла,4 балла,4 балла,3 балла,2 балла,5 баллов,5 баллов,1 балл,1 балл,4 балла,5 баллов,,5,Абсолютно всем
1236511799,2022-10-21 10:23:49,Врач клинической лабораторной диагностики,4 балла,4 балла,4 балла,4 балла,5 баллов,3 балла,4 балла,2 балла,5 баллов,3 балла,4 балла,4 балла,2 балла,4 балла,4 балла,3 балла,4 балла,5 баллов,4 балла,4 балла,2 балла,2 балла,,10,
1236503585,2022-10-21 10:13:55,Психиатр-нарколог,5 баллов,5 баллов,1 балл,3 балла,1 балл,1 балл,3 балла,3 балла,5 баллов,1 балл,4 балла,1 балл,2 балла,5 баллов,3 балла,3 балла,3 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,,7,
1236502997,2022-10-21 10:13:14,Терапевт,5 баллов,5 баллов,4 балла,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,4 балла,5 баллов,3 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,3 балла,,10,.
1236502018,2022-10-21 10:12:05,Врач клинической лабораторной диагностики,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,4 балла,4 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,2 балла,4 балла,,3,
1236500616,2022-10-21 10:10:23,Педиатр,5 баллов,4 балла,3 балла,3 балла,2 балла,2 балла,2 балла,4 балла,4 балла,4 балла,4 балла,4 балла,2 балла,4 балла,4 балла,4 балла,2 балла,4 балла,4 балла,4 балла,2 балла,2 балла,,10,
1236499711,2022-10-21 10:09:18,Психиатр,5 баллов,5 баллов,1 балл,2 балла,2 балла,1 балл,4 балла,2 балла,5 баллов,4 балла,5 баллов,4 балла,4 балла,4 балла,4 балла,2 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,,5,
1236498277,2022-10-21 10:07:31,Психиатр,2 балла,4 балла,1 балл,1 балл,1 балл,1 балл,4 балла,5 баллов,5 баллов,4 балла,3 балла,5 баллов,1 балл,5 баллов,2 балла,1 балл,5 баллов,5 баллов,2 балла,5 баллов,1 балл,1 балл,,8,участковый принцип работы
1236496418,2022-10-21 10:05:16,Психиатр-нарколог,5 баллов,5 баллов,3 балла,2 балла,2 балла,2 балла,4 балла,3 балла,5 баллов,1 балл,5 баллов,1 балл,2 балла,3 балла,3 балла,3 балла,4 балла,5 баллов,5 баллов,3 балла,3 балла,5 баллов,,7,"Амбулатория направляет, стационар лечит"
1236496282,2022-10-21 10:05:06,Детский кардиолог,5 баллов,5 баллов,4 балла,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,1 балл,5 баллов,5 баллов,1 балл,4 балла,2 балла,2 балла,1 балл,5 баллов,5 баллов,4 балла,1 балл,2 балла,,1,нет
1236493167,2022-10-21 10:01:22,Акушер-гинеколог,5 баллов,4 балла,3 балла,2 балла,3 балла,3 балла,1 балл,3 балла,5 баллов,3 балла,5 баллов,1 балл,3 балла,5 баллов,4 балла,4 балла,2 балла,5 баллов,4 балла,2 балла,1 балл,5 баллов,,5,работа с беременными
1236490760,2022-10-21 09:58:30,Акушер-гинеколог,5 баллов,5 баллов,3 балла,1 балл,1 балл,3 балла,1 балл,3 балла,4 балла,4 балла,4 балла,1 балл,3 балла,5 баллов,4 балла,4 балла,2 балла,4 балла,2 балла,2 балла,2 балла,5 баллов,,5,график работы
